,selected columns,mse,sqrt_mse
1644,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0)",280245.53871693887,529.3822236503024
1645,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1)",284212.4719249838,533.1158147391463
1646,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0)",280248.0828806804,529.3846266002446
1647,"(1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1)",284213.03752065724,533.1163452011739
1648,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0)",287202.33883052174,535.9126223840242
1649,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1)",291357.28483734373,539.775216953635
1650,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0)",287205.03546587913,535.9151383063172
1651,"(1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1)",291358.248874086,539.7761099512334
1652,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0)",285775.9106810993,534.5801255949376
1653,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1)",290888.631748697,539.3409234878224
1654,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0)",285778.52866886975,534.5825742285936
1655,"(1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1)",290889.7762706446,539.3419845243319
1656,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0)",280877.6807755117,529.9789437095701
1657,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1)",283571.53644187155,532.5143532731033
1658,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0)",280880.3798208258,529.9814900737815
1659,"(1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1)",283571.83993133355,532.5146382319772
1660,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0)",280748.2558245233,529.8568257789299
1661,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1)",283707.71867052384,532.6422051157078
1662,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0)",280750.88423905085,529.8593060795015
1663,"(1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1)",283707.96828195127,532.6424394300094
1664,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0)",317691.86350118683,563.6416090932134
1665,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1)",273955.4422215444,523.4075297715389
1666,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0)",317695.75296075374,563.6450593775783
1667,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1)",273957.05204438366,523.4090675985502
1668,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0)",314495.79074382945,560.7992428167405
1669,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1)",274076.4632975195,523.523125847865
1670,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0)",314499.31400338723,560.8023840921036
1671,"(1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1)",274077.9186529502,523.5245158089067
1672,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0)",303732.55043003254,551.119361327501
1673,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1)",263274.9784086255,513.1032823989976
1674,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0)",303736.471657852,551.1229188283245
1675,"(1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1)",263276.432246177,513.1046991074794
1676,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0)",300367.0326673018,548.0575085402095
1677,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1)",263406.273633864,513.2312087489069
1678,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0)",300370.5797371586,548.0607445686642
1679,"(1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1)",263407.5777998824,513.2324792916777
1680,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0)",312265.385780642,558.8071096368066
1681,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1)",269604.0153887486,519.2340660903795
1682,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0)",312269.24632144487,558.8105638957131
1683,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1)",269605.53191546287,519.2355264381116
1684,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0)",305269.8244756352,552.5122844567668
1685,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1)",268910.68556847196,518.5659895986931
1686,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0)",305273.06001228397,552.5152124713708
1687,"(1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1)",268912.0493004663,518.5673045039249
1688,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0)",304399.93925379805,551.7245139141436
1689,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1)",263579.47471535276,513.3999169413186
1690,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0)",304403.9536767083,551.7281519704321
1691,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1)",263581.0070652675,513.4014092941969
1692,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0)",301802.0710228089,549.3651527197634
1693,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1)",263707.99095770554,513.525063611997
1694,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0)",301805.89262014045,549.3686309029124
1695,"(1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1)",263709.357265995,513.52639393316
1696,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0)",291508.4614804217,539.9152354586984
1697,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1)",291870.43949966267,540.2503489121157
1698,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0)",291511.0170245923,539.917602069605
1699,"(1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1)",291870.76315036253,540.2506484497382
1700,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0)",291325.6975971169,539.7459565361438
1701,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1)",292063.40830436826,540.428911425331
1702,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0)",291328.1013121682,539.7481832411927
1703,"(1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1)",292063.75850431126,540.4292354270921
1704,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0)",281181.55876161245,530.2655549454561
1705,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1)",283784.11740395287,532.7139170361075
1706,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0)",281183.97614870185,530.2678343523222
1707,"(1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1)",283784.08073036256,532.7138826146382
1708,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0)",280930.9237844722,530.0291725787102
1709,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1)",283951.18081661063,532.8706980277773
1710,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0)",280933.1981748881,530.0313181076077
1711,"(1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1)",283951.21272991615,532.8707279724756
1712,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0)",287859.5920332656,536.5254812525362
1713,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1)",290012.8143483418,538.528378405764
1714,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0)",287862.0592898307,536.5277805387441
1715,"(1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1)",290012.97586423147,538.5285283661688
1716,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0)",286446.0819434775,535.2065787557899
1717,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1)",290027.12271650473,538.5416629347303
1718,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0)",286448.3838975396,535.2087292800254
1719,"(1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1)",290027.58421789354,538.5420914078059
1720,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0)",281517.81911138387,530.5825280871807
1721,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1)",283387.7976000177,532.3418052342101
1722,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0)",281520.3093723563,530.5848748054889
1723,"(1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1)",283387.81514459534,532.3418217128872
1724,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0)",281381.10373793205,530.4536772781692
1725,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1)",283645.89605311456,532.5841680458728
1726,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0)",281383.47241186234,530.4559099603495
1727,"(1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1)",283645.83989017736,532.5841153190521
1728,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0)",312782.12263781705,559.2692756068557
1729,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1)",273611.78077490284,523.079134333327
1730,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0)",312785.82420057856,559.2725848819863
1731,"(1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1)",273613.1919330442,523.0804832270501
1732,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0)",309868.39221143106,556.6582364534195
1733,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1)",273859.346514927,523.315723550255
1734,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0)",309871.76060256886,556.6612619920385
1735,"(1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1)",273860.60564899497,523.3169265836859
1736,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0)",299858.2442075383,547.5931374730131
1737,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1)",263232.4208288471,513.0618099496854
1738,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0)",299861.97479829146,547.5965438151445
1739,"(1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1)",263233.69378849224,513.0630505001235
1740,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0)",296758.80791177123,544.7557323349349
1741,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1)",263487.84504415817,513.3106710795697
1742,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0)",296762.1958538292,544.7588419234967
1743,"(1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1)",263488.971631705,513.3117684523753
1744,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0)",308172.99616160523,555.133313863981
1745,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1)",269459.95933086466,519.0953277875507
1746,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0)",308176.67491137015,555.1366272471761
1747,"(1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1)",269461.3005509937,519.0966196682402
1748,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0)",301947.75242623605,549.4977274077082
1749,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1)",269019.58168295806,518.6709763259923
1750,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0)",301950.8773674587,549.5005708527142
1751,"(1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1)",269020.7969619748,518.6721478564034
1752,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0)",300181.06717986916,547.8878235367795
1753,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1)",263550.648070159,513.3718419139864
1754,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0)",300184.88189276017,547.8913048158003
1755,"(1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1)",263551.9903068723,513.3731491876764
1756,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0)",298037.7738282314,545.9283596116173
1757,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1)",263757.7400474963,513.5735001414075
1758,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0)",298041.4302087151,545.9317083745137
1759,"(1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1)",263758.9146573663,513.5746437056315
1760,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0)",290824.29281455034,539.281274303633
1761,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1)",292913.45586866484,541.2147964243632
1762,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0)",290826.7189085863,539.28352367617
1763,"(1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1)",292913.59366896225,541.2149237308246
1764,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0)",290695.89501484367,539.162215863504
1765,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1)",293131.84384965146,541.4165160480898
1766,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0)",290698.1737884771,539.1643291135617
1767,"(1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1)",293132.00629240816,541.4166660645091
1768,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0)",280685.1385708184,529.7972617622881
1769,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1)",284672.607263644,533.5471930988335
1770,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0)",280687.4423979573,529.7994360113621
1771,"(1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1)",284672.42232040473,533.5470197840156
1772,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0)",280486.1408151285,529.6094228911797
1773,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1)",284867.4399733171,533.7297443213345
1774,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0)",280488.30587675597,529.6114669045186
1775,"(1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1)",284867.32096303685,533.7296328320518
1776,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0)",287289.9374767701,535.994344631331
1777,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1)",290785.7372703776,539.2455259623185
1778,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0)",287292.2943809945,535.9965432547066
1779,"(1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1)",290785.7514911789,539.2455391481499
1780,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0)",285993.25405809516,534.7833711495666
1781,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1)",290800.1543924591,539.2588936609753
1782,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0)",285995.4636943374,534.7854370626947
1783,"(1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1)",290800.4709981643,539.2591872172085
1784,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0)",281022.4942549426,530.1155480222615
1785,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1)",284354.2002458416,533.2487226856166
1786,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0)",281024.8640542371,530.1177831899597
1787,"(1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1)",284354.0568910282,533.2485882691376
1788,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0)",280924.8720366027,530.0234636660934
1789,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1)",284589.13560456445,533.4689640499853
1790,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0)",280927.1239637926,530.0255880274013
1791,"(1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1)",284588.90662965435,533.4687494405407
1792,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",267480.9086444063,517.1855650000358
1793,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1)",171740.83712849198,414.41626069507936
1794,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",267488.1886946525,517.1926030935211
1795,"(1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1)",171744.0964532905,414.42019310512666
1796,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0)",258098.24315213057,508.0337027719033
1797,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1)",169958.1504977178,412.25980946208887
1798,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0)",258105.14116769988,508.04049166154056
1799,"(1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1)",169961.27623887244,412.26360042923073
1800,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0)",261249.94255861506,511.1261513155192
1801,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1)",170055.76309326693,412.378179700705
1802,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0)",261256.90658655795,511.1329637056858
1803,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1)",170058.71702836125,412.38176127025946
1804,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0)",252425.3322776205,502.41947840188334
1805,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1)",168433.8363640831,410.4069155899826
1806,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0)",252431.927374628,502.42604169631574
1807,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1)",168436.6645310963,410.4103611400379
1808,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0)",272350.5239543462,521.8721337208437
1809,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1)",173956.38182483072,417.0807857296123
1810,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0)",272359.0864395086,521.8803372800211
1811,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1)",173960.20172636982,417.08536503498874
1812,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0)",260141.70217815827,510.04088284975575
1813,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1)",171061.15001235757,413.59539408987325
1814,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0)",260149.42607366634,510.04845463315183
1815,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1)",171064.5382329052,413.5994901265054
1816,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0)",264975.6048788469,514.7578118677238
1817,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1)",171711.1777591342,414.3804746354903
1818,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0)",264985.03576422617,514.766972293509
1819,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1)",171715.38464647834,414.3855507211591
1820,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0)",258239.7861526545,508.17298841305455
1821,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1)",170174.53886882478,412.52216773020183
1822,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0)",258248.8410900909,508.1818976410818
1823,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1)",170178.53223592203,412.5270078866619
1824,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0)",218459.1182887949,467.39610427216326
1825,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1)",156227.73102840438,395.2565382487738
1826,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0)",218464.53169171853,467.4018952590142
1827,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1)",156229.1097819424,395.25828236982255
1828,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0)",217403.03520452222,466.26498389276696
1829,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1)",155871.12070395087,394.8051680309553
1830,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0)",217408.42585268972,466.2707645271036
1831,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1)",155872.64598112524,394.8070997096243
1832,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0)",213904.8906210058,462.4985303987525
1833,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1)",156655.4659523231,395.7972535937094
1834,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0)",213909.92821971435,462.50397643665116
1835,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1)",156656.47882809347,395.7985331302953
1836,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0)",212899.49635090865,461.41033403133554
1837,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1)",156094.18051783257,395.0875605708595
1838,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0)",212904.51813371488,461.4157757746422
1839,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1)",156095.34541890887,395.0890347996371
1840,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0)",222490.02422912777,471.6884821883271
1841,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1)",157158.2281075911,396.43187070112197
1842,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0)",222496.5243823417,471.6953724410933
1843,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1)",157159.87933721396,396.43395331027585
1844,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0)",219143.03115215525,468.127152761037
1845,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1)",156865.43047666908,396.0624073005024
1846,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0)",219148.98599090514,468.1335129969923
1847,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1)",156866.97622729867,396.0643586935066
1848,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0)",217574.01420585308,466.4482974627017
1849,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1)",155885.29578551365,394.8231196187904
1850,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0)",217581.17397480825,466.4559721718742
1851,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1)",155887.06115215685,394.82535525489857
1852,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0)",216151.29253959787,464.92073791088075
1853,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1)",155793.97937792848,394.7074605045216
1854,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0)",216158.09928369964,464.92805818072503
1855,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1)",155795.67864599882,394.7096130650973
1856,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0)",261880.49803721876,511.74260916716594
1857,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1)",169117.40838700987,411.2388702287393
1858,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0)",261886.665772276,511.74863533992544
1859,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1)",169120.0286920889,411.24205608387
1860,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0)",255045.58209723787,505.02037790294946
1861,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1)",168199.90159358922,410.12181311604144
1862,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0)",255051.35199868842,505.02609041384034
1863,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1)",168202.3997982916,410.1248587909438
1864,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0)",256131.40957030625,506.0942694501749
1865,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1)",167698.9374779801,409.51060728384084
1866,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0)",256137.29140698203,506.100080425781
1867,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1)",167701.28440574044,409.5134728012504
1868,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0)",249690.08735172497,499.6899912462976
1869,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1)",166856.95697355803,408.4812810564984
1870,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0)",249695.58758362295,499.69549486024283
1871,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1)",166859.19665087093,408.4840225160232
1872,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0)",266961.5955936266,516.6832642863775
1873,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1)",171382.40547237062,413.98358116279275
1874,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0)",266968.8549086937,516.690289156564
1875,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1)",171385.5027556512,413.98732197453967
1876,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0)",257052.12742422297,507.00308423541463
1877,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1)",169275.09443231358,411.4305463043715
1878,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0)",257058.6996425659,507.0095656322136
1879,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1)",169277.83506841553,411.43387690905513
1880,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0)",261180.23995992728,511.0579614485301
1881,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1)",169828.56231037277,412.1026113850442
1882,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0)",261188.07539298484,511.06562728575756
1883,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1)",169831.9499765582,412.10672158623936
1884,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0)",255635.64172285347,505.6042342809774
1885,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1)",168634.05047016309,410.65076460438144
1886,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0)",255643.2681227034,505.6117760917989
1887,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1)",168637.27944578129,410.6546961204526
1888,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0)",215456.9007909575,464.1733520905282
1889,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1)",154108.8402880415,392.566988281034
1890,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0)",215462.05699822554,464.1789062400677
1891,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1)",154109.96726595034,392.5684236740779
1892,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0)",215269.6663541406,463.9716223586746
1893,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1)",154067.77627851497,392.51468288271076
1894,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0)",215274.6556883893,463.9769990941246
1895,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1)",154069.03795877928,392.51629005530367
1896,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0)",211074.51313102385,459.4284635620913
1897,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1)",154598.31607275692,393.1899236663586
1898,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0)",211079.27921664814,459.43365050532395
1899,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1)",154599.0696892606,393.190882001682
1900,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0)",210883.8870601737,459.2209566866191
1901,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1)",154336.5897016855,392.85695832158234
1902,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0)",210888.50877439656,459.22598878373225
