,selected columns,mse,sqrt_mse
1903,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1)",154337.4988501118,392.85811541841895
1904,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0)",219627.0021481059,468.6437902587699
1905,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1)",155170.09301457388,393.9163528143683
1906,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0)",219633.15309182383,468.6503527063901
1907,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1)",155171.46339398238,393.9180922399762
1908,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0)",216978.19140836984,465.80917918002626
1909,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1)",155033.54263486026,393.74299058505187
1910,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0)",216983.72450609255,465.8151183743316
1911,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1)",155034.7966481357,393.7445830079897
1912,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0)",215424.53252499783,464.13848421026006
1913,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1)",154232.82306338951,392.7248694230982
1914,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0)",215431.17036597338,464.1456348668738
1915,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1)",154234.28604385647,392.7267320209518
1916,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0)",214292.66088717687,462.91755301260383
1917,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1)",154149.82732517173,392.6191886869155
1918,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0)",214298.92137137795,462.9243149494072
1919,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1)",154151.21055709294,392.62095022692426
1920,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0)",268641.8075573046,518.3066732710516
1921,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1)",172310.89693221316,415.1034773790906
1922,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0)",268651.8533074237,518.3163641131
1923,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1)",172315.1175580355,415.1085611716958
1924,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0)",259464.35859639556,509.37644095147897
1925,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1)",170440.74682528124,412.84470061426396
1926,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0)",259473.3487853501,509.3852655754288
1927,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1)",170444.52282552395,412.8492737374307
1928,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",262422.2253260949,512.2716323651886
1929,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1)",170553.1855720254,412.9808537596209
1930,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0)",262431.7661653725,512.2809445659408
1931,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1)",170556.92361922085,412.9853794254959
1932,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0)",253717.82303905115,503.7041026625167
1933,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1)",168849.89687081598,410.9134907383986
1934,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0)",253726.34035028014,503.712557268806
1935,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1)",168853.22768628373,410.9175436584373
1936,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",272310.9877590565,521.8342531485035
1937,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1)",174005.74996075983,417.13996447326866
1938,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0)",272321.6075301523,521.8444284747633
1939,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1)",174010.33420118503,417.14545928391095
1940,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0)",260872.7143747373,510.7570012978161
1941,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1)",171283.90649789225,413.86459923251743
1942,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0)",260882.2466481043,510.7663327277007
1943,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1)",171287.87829278858,413.8693976277886
1944,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",265268.1836229527,515.0419241410865
1945,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1)",171863.79198486134,414.5645811991919
1946,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0)",265278.6375564174,515.0520726649078
1947,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1)",171868.31782348466,414.5700397079903
1948,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0)",258681.93713147147,508.60784218439994
1949,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1)",170353.64958828737,412.73920287305805
1950,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0)",258692.0612770897,508.61779488835197
1951,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1)",170357.92916534917,412.7443872002976
1952,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0)",220636.92314727075,469.7200476318535
1953,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1)",156107.45370441937,395.1043579921884
1954,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0)",220645.07891146754,469.72872906760506
1955,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1)",156109.1025267018,395.1064445522267
1956,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0)",218664.62438746542,467.61589407062013
1957,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1)",155804.11229437045,394.72029627873263
1958,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0)",218671.8989046432,467.62367230994965
1959,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1)",155805.74112793957,394.7223595490121
1960,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",215849.51284211376,464.5960749318851
1961,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",156306.97582756192,395.3567703069747
1962,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0)",215857.00296460738,464.6041357592584
1963,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1)",156307.99756413058,395.35806247518286
1964,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0)",213999.77425785246,462.60109625664796
1965,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1)",155904.95654687655,394.8480170228496
1966,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0)",214006.45314051933,462.6083150360781
1967,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1)",155906.02671633434,394.8493721868307
1968,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",223634.1654362486,472.8997414212114
1969,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1)",157062.63111781748,396.31128058360576
1970,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0)",223642.9165631397,472.9089939545871
1971,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1)",157064.61306419625,396.3137810677245
1972,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0)",220016.30212055604,469.05895377932615
1973,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1)",156760.42298293143,395.9298207800613
1974,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0)",220023.95819766825,469.06711481158885
1975,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1)",156762.11259451282,395.9319545004076
1976,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",218130.64687690837,467.04458767542565
1977,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",155828.5246310202,394.7512186567892
1978,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0)",218139.1332668402,467.05367279022676
1979,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1)",155830.35677387708,394.75353927973475
1980,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0)",216505.41238505617,465.30142100046953
1981,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",155712.54019411583,394.6042830407646
1982,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0)",216513.33007384153,465.3099290514243
1983,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1)",155714.21871281913,394.6064098729507
1984,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0)",267516.7718008273,517.2202352971385
1985,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1)",171529.02247853548,414.1606240078063
1986,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0)",267526.4994313927,517.2296389722777
1987,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1)",171533.04540420353,414.1654807008951
1988,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0)",258612.54942860478,508.5396242463362
1989,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1)",169772.6430984381,412.03475957549756
1990,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0)",258621.2679424351,508.54819628274674
1991,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1)",169776.2414311652,412.03912609261414
1992,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0)",261498.25561403832,511.3690014207337
1993,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1)",169869.30053666077,412.15203570607383
1994,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0)",261507.49816641718,511.3780384083943
1995,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1)",169872.85730980057,412.15635056347315
1996,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0)",253046.41385028922,503.0371893312553
1997,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1)",168269.14978820976,410.20622836350225
1998,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0)",253054.67169462578,503.0453972502142
1999,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1)",168272.31932512982,410.21009169098926
2000,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0)",270682.9885495921,520.2720332187693
2001,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1)",173026.70877263474,415.9647927080305
2002,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0)",270693.24615686736,520.2818910522135
2003,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1)",173031.07469277934,415.9700406192486
2004,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0)",259892.143726927,509.79617861153787
2005,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1)",170533.3018983921,412.95677969781786
2006,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0)",259901.3498310708,509.8052077323954
2007,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1)",170537.0732488997,412.9613459500776
2008,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0)",262860.8491110457,512.6995700320468
2009,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1)",170603.18411684292,413.04138305603584
2010,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0)",262870.91096077114,512.709382555821
2011,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1)",170607.45101034894,413.0465482368167
2012,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0)",256836.4301241595,506.790321655968
2013,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",169256.0523087991,411.4074042950602
2014,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0)",256846.15941528665,506.79992049652753
2015,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1)",169260.07611080425,411.41229455474985
2016,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0)",219844.4727605652,468.8757540762427
2017,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1)",155091.7233789106,393.8168652799301
2018,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0)",219852.44427400647,468.8842546663371
2019,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1)",155093.26537190395,393.8188230289456
2020,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0)",217955.21083582682,466.8567348082566
2021,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1)",154839.28055207417,393.4962268587517
2022,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0)",217962.32064458556,466.8643492970796
2023,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1)",154840.80860232774,393.49816848662425
2024,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0)",215126.67064805035,463.8174971344336
2025,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1)",155294.70227238166,394.0744882282811
2026,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0)",215133.98762095982,463.8253848389066
2027,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1)",155295.62942635233,394.07566459545853
2028,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0)",213357.53470887872,461.9064133662562
2029,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1)",154944.34350607844,393.62970353630385
2030,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0)",213364.06170211238,461.9134785889154
2031,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1)",154945.32418829927,393.63094922566654
2032,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0)",222518.43963948492,471.71860217664187
2033,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1)",155893.8766544651,394.8339861947868
2034,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0)",222526.98428186314,471.72765901721635
2035,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1)",155895.7382373139,394.8363436125326
2036,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0)",219113.43641464267,468.09554197262196
2037,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1)",155638.24536423295,394.51013341133955
2038,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0)",219120.8993831391,468.1035135342813
2039,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1)",155639.81835143847,394.5121270017418
2040,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0)",216703.7106625684,465.5144580596487
2041,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1)",154628.5394492871,393.22835534748396
2042,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0)",216711.97631713428,465.52333595334864
2043,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1)",154630.23055814378,393.23050563015045
2044,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0)",215233.80340202263,463.93297296271436
2045,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1)",154513.2170540861,393.0816925959362
2046,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0)",215241.500775522,463.9412686704234
2047,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",154514.75532653264,393.08364927395877
