,year_end_index,week_end_index,day_end_index,mse,sqrt_mse
49,0.0,96.0,4.0,411262.93166091904,641.2978494123608
50,0.0,96.0,6.0,411153.8676122359,641.2128099252509
51,0.0,96.0,8.0,410257.4796156475,640.5134499880916
52,0.0,96.0,10.0,409711.53081006836,640.087127514738
53,0.0,96.0,12.0,409717.9014451917,640.0921038766153
54,0.0,96.0,14.0,409640.20626271825,640.0314103719584
55,0.0,96.0,16.0,409638.4572424649,640.0300440154859
56,0.0,96.0,18.0,409629.28438964474,640.0228780205007
57,0.0,96.0,20.0,409630.3882108515,640.0237403494119
58,0.0,96.0,22.0,409630.2132222056,640.0236036445887
59,0.0,120.0,0.0,982999.1093338672,991.4631154681788
60,0.0,120.0,2.0,474710.36438192055,688.9922818014151
61,0.0,120.0,4.0,411259.64524969476,641.2952870945605
62,0.0,120.0,6.0,411150.61898402614,641.2102767298932
63,0.0,120.0,8.0,410254.22967000434,640.5109129983691
64,0.0,120.0,10.0,409708.32359116815,640.0846222111325
65,0.0,120.0,12.0,409714.62018689944,640.0895407573064
66,0.0,120.0,14.0,409636.90766618506,640.0288334647003
67,0.0,120.0,16.0,409635.26144234627,640.0275474089739
68,0.0,120.0,18.0,409626.0602805716,640.0203592703685
69,0.0,120.0,20.0,409627.1548349113,640.0212143631735
70,0.0,120.0,22.0,409626.9643423981,640.0210655458131
71,0.0,144.0,0.0,983000.1122112836,991.4636212243411
72,0.0,144.0,2.0,474711.1201869603,688.9928302870504
73,0.0,144.0,4.0,411260.34813385515,641.2958351134483
74,0.0,144.0,6.0,411151.3178304267,641.2108216728931
75,0.0,144.0,8.0,410254.94810729707,640.5114738295459
76,0.0,144.0,10.0,409709.0478682595,640.0851879775531
77,0.0,144.0,12.0,409715.3413161618,640.0901040604845
78,0.0,144.0,14.0,409637.6624930093,640.0294231463185
79,0.0,144.0,16.0,409635.90148951556,640.0280474241075
80,0.0,144.0,18.0,409626.750412519,640.0208984185742
81,0.0,144.0,20.0,409627.8530972251,640.0217598622918
82,0.0,144.0,22.0,409627.66001551686,640.021609022318
83,486.0,0.0,0.0,4.862775086758917e+16,220517008.11408895
84,486.0,0.0,2.0,1.0419907372797336e+16,102077947.534212
85,486.0,0.0,4.0,5138708775236636.0,71684787.61380713
86,486.0,0.0,6.0,4336989176499885.0,65855821.128430896
87,486.0,0.0,8.0,4944144042218199.0,70314607.60196418
88,486.0,0.0,10.0,4740574978388261.0,68851833.51507977
89,486.0,0.0,12.0,5423638237131852.0,73645354.48439264
90,486.0,0.0,14.0,5860811806243827.0,76555939.06578265
91,486.0,0.0,16.0,5291988150088434.0,72746052.47082782
92,486.0,0.0,18.0,4895888985517615.0,69970629.44920258
93,486.0,0.0,20.0,5197646691014247.0,72094706.40077707
94,486.0,0.0,22.0,5369699149045123.0,73278231.07202522
95,486.0,24.0,0.0,6.651595506550747e+16,257906872.85434538
96,486.0,24.0,2.0,1.073975844967371e+16,103632805.85641648
97,486.0,24.0,4.0,3378313011931694.5,58123257.06575376
98,486.0,24.0,6.0,4138616625146736.0,64332080.83955264
99,486.0,24.0,8.0,3370860539918439.0,58059112.46237268
100,486.0,24.0,10.0,3769280046973173.0,61394462.673543885
101,486.0,24.0,12.0,3365793658276924.0,58015460.51077182
102,486.0,24.0,14.0,3137011186658655.0,56009027.724632524
103,486.0,24.0,16.0,2808261782273987.0,52993035.22420646
104,486.0,24.0,18.0,2854484058081625.0,53427371.8058602
105,486.0,24.0,20.0,3696589176360142.5,60799582.04099879
106,486.0,24.0,22.0,3645754126555691.0,60380080.54446177
107,486.0,48.0,0.0,7.366547495505117e+16,271413844.4424882
108,486.0,48.0,2.0,1.581595524481928e+16,125761501.44149552
109,486.0,48.0,4.0,3414131197489725.0,58430567.321306445
110,486.0,48.0,6.0,3292470939329790.0,57380056.98262934
111,486.0,48.0,8.0,3300531618811326.0,57450253.426867716
112,486.0,48.0,10.0,3207812450643111.0,56637553.360320136
113,486.0,48.0,12.0,2962820972341460.5,54431801.11241461
114,486.0,48.0,14.0,3073087890795216.0,55435438.94292906
115,486.0,48.0,16.0,2339595232066897.5,48369362.535254665
116,486.0,48.0,18.0,2983600048192574.5,54622340.1932998
117,486.0,48.0,20.0,3041104963464255.0,55146214.40737573
118,486.0,48.0,22.0,3524285841847825.0,59365695.83393953
119,486.0,72.0,0.0,6.905793739314554e+16,262788769.53390825
120,486.0,72.0,2.0,1.150690618430298e+16,107270248.36506617
121,486.0,72.0,4.0,3022631579207795.5,54978464.685800344
122,486.0,72.0,6.0,3081388311285325.0,55510254.109356456
123,486.0,72.0,8.0,3307204629999414.5,57508300.531309515
124,486.0,72.0,10.0,2651757016146797.5,51495213.52656767
125,486.0,72.0,12.0,3813745270517386.5,61755528.258750945
126,486.0,72.0,14.0,2700927115169299.0,51970444.63124497
127,486.0,72.0,16.0,3315078616725630.5,57576719.3987781
128,486.0,72.0,18.0,2984752798410087.5,54632891.1774774
129,486.0,72.0,20.0,2934597334881434.0,54171923.86173334
130,486.0,72.0,22.0,3237121234777455.0,56895704.8886597
131,486.0,96.0,0.0,8.586940352725211e+16,293034816.2373408
132,486.0,96.0,2.0,1.6212318806984628e+16,127327604.26154506
133,486.0,96.0,4.0,3557416496804961.5,59644081.82548342
134,486.0,96.0,6.0,3528925676264617.5,59404761.39388675
135,486.0,96.0,8.0,2612339675555982.0,51111052.38161294
136,486.0,96.0,10.0,2443622353790979.0,49433008.74710115
137,486.0,96.0,12.0,2239307810608907.2,47321325.11467644
138,486.0,96.0,14.0,2291359475931953.0,47868146.77770545
139,486.0,96.0,16.0,3114958139109834.5,55811810.03255346
140,486.0,96.0,18.0,2832250061512898.5,53218888.202525415
141,486.0,96.0,20.0,2435729196567961.0,49353107.26355495
142,486.0,96.0,22.0,3301724680669053.0,57460635.9229434
143,486.0,120.0,0.0,6.135351730176806e+16,247696421.65717304
144,486.0,120.0,2.0,1.3749012484692094e+16,117256183.14055806
145,486.0,120.0,4.0,2688745158003889.5,51853111.362809174
146,486.0,120.0,6.0,3198570293178500.5,56555904.140757054
147,486.0,120.0,8.0,2394303570498254.0,48931621.3761434
148,486.0,120.0,10.0,2725716369857175.0,52208393.67244672
149,486.0,120.0,12.0,2663657875988323.0,51610637.23679764
150,486.0,120.0,14.0,2363883835556170.5,48619788.51821726
151,486.0,120.0,16.0,2683976964183683.0,51807113.06552106
152,486.0,120.0,18.0,3039950647193098.5,55135747.45292838
153,486.0,120.0,20.0,2339902265007395.5,48372536.26808704
154,486.0,120.0,22.0,3181864896749509.0,56408021.563865446
155,486.0,144.0,0.0,8.299758822360795e+16,288093020.08831793
156,486.0,144.0,2.0,1.4890540172582304e+16,122026801.04215756
157,486.0,144.0,4.0,2958923406767668.0,54395987.04654294
158,486.0,144.0,6.0,3610221343322992.0,60085117.48613788
159,486.0,144.0,8.0,2986074852472839.5,54644989.271412976
160,486.0,144.0,10.0,2594452996577845.0,50935773.25002385
161,486.0,144.0,12.0,2425794351851841.0,49252353.76966101
162,486.0,144.0,14.0,3043815954781007.0,55170788.962828934
163,486.0,144.0,16.0,2826304550024954.5,53162999.821538985
164,486.0,144.0,18.0,3255881922883584.0,57060335.81117083
165,486.0,144.0,20.0,2464480739806689.5,49643536.73749171
166,486.0,144.0,22.0,2966772094920962.0,54468083.26828623
167,972.0,0.0,0.0,1.4898815514265286e+16,122060704.21829167
168,972.0,0.0,2.0,1.53117647188229e+16,123740715.68737148
169,972.0,0.0,4.0,2715949673349148.0,52114774.04104471
170,972.0,0.0,6.0,2545474515961575.0,50452695.82452037
171,972.0,0.0,8.0,2872003638903607.0,53591077.97855541
172,972.0,0.0,10.0,2257937673902251.5,47517761.66763594
173,972.0,0.0,12.0,2419373572987991.5,49187128.12299567
174,972.0,0.0,14.0,2407321949084274.0,49064467.27606725
175,972.0,0.0,16.0,2130892383624993.5,46161589.91656368
176,972.0,0.0,18.0,2333127205399945.0,48302455.48002653
177,972.0,0.0,20.0,2494770867902953.0,49947681.30657271
178,972.0,0.0,22.0,2422711048864477.5,49221042.744587176
179,972.0,24.0,0.0,1.6605869574970346e+16,128863763.62255739
180,972.0,24.0,2.0,1.5229054911779024e+16,123406057.03035416
181,972.0,24.0,4.0,1997492446438817.2,44693315.45588017
182,972.0,24.0,6.0,2371659947400311.0,48699691.45077113
183,972.0,24.0,8.0,1951521549315934.0,44176029.12571403
184,972.0,24.0,10.0,1770699103045595.0,42079675.65280886
185,972.0,24.0,12.0,1938162384383539.2,44024565.69216259
186,972.0,24.0,14.0,1937790100791049.5,44020337.35435304
187,972.0,24.0,16.0,1527804248069854.0,39087136.60617588
188,972.0,24.0,18.0,1668777173554509.5,40850669.19347233
189,972.0,24.0,20.0,1898857724443722.5,43575884.66622017
190,972.0,24.0,22.0,1707454425697606.8,41321355.56461824
191,972.0,48.0,0.0,1.9504737166334188e+16,139659361.1840402
192,972.0,48.0,2.0,1.7805147041404892e+16,133435928.60022706
193,972.0,48.0,4.0,1422711278798926.5,37718845.14137365
194,972.0,48.0,6.0,1601364943127855.0,40017058.15184139
195,972.0,48.0,8.0,1581962369231895.5,39773890.54683858
196,972.0,48.0,10.0,1316722589787638.0,36286672.34381844
197,972.0,48.0,12.0,1409590289739891.5,37544510.780404255
198,972.0,48.0,14.0,1280652958387529.0,35786211.847407505
199,972.0,48.0,16.0,1159210965148650.5,34047187.33094777
200,972.0,48.0,18.0,1338177243422982.8,36581105.005494066
201,972.0,48.0,20.0,1256851114289099.0,35452096.04930432
202,972.0,48.0,22.0,1414719063534882.5,37612751.34226267
203,972.0,72.0,0.0,2.0863683655902828e+16,144442665.63554838
204,972.0,72.0,2.0,2.199916219369167e+16,148321145.47053522
205,972.0,72.0,4.0,1658262824529406.8,40721773.347060986
206,972.0,72.0,6.0,1709539882694705.5,41346582.47902365
207,972.0,72.0,8.0,1615500784325566.0,40193292.77784499
208,972.0,72.0,10.0,1201395537555765.5,34661153.148096
209,972.0,72.0,12.0,1245966980692218.2,35298257.47387848
210,972.0,72.0,14.0,1170926696595760.8,34218806.18308828
211,972.0,72.0,16.0,1297114807442415.2,36015480.10845358
212,972.0,72.0,18.0,1250396101473272.5,35360940.336383484
213,972.0,72.0,20.0,1332377665743799.5,36501748.80391075
214,972.0,72.0,22.0,1170705936665727.5,34215580.32045822
215,972.0,96.0,0.0,2.4956999774519016e+16,157977845.83453155
216,972.0,96.0,2.0,2.257395326207272e+16,150246308.647077
217,972.0,96.0,4.0,1748980959930929.5,41820819.69463211
218,972.0,96.0,6.0,1972725523870495.2,44415374.85905635
219,972.0,96.0,8.0,1593218173224980.5,39915137.14400817
220,972.0,96.0,10.0,1241535559172551.0,35235430.45249414
221,972.0,96.0,12.0,1300927066384401.5,36068366.561079554
222,972.0,96.0,14.0,1321484113674697.0,36352222.95368878
223,972.0,96.0,16.0,1106378775675297.2,33262272.55728774
224,972.0,96.0,18.0,1171548099535955.5,34227884.8241599
225,972.0,96.0,20.0,1303753139002445.2,36107521.91721893
226,972.0,96.0,22.0,1210890830337815.0,34797856.69172478
227,972.0,120.0,0.0,2.5980276762228584e+16,161183984.19889176
228,972.0,120.0,2.0,2.102106982819752e+16,144986447.05005196
229,972.0,120.0,4.0,1663397407005581.0,40784769.30185558
230,972.0,120.0,6.0,1851129920088801.2,43024759.38443818
231,972.0,120.0,8.0,1984336263589232.5,44545889.41293273
232,972.0,120.0,10.0,1244220679134935.0,35273512.42979546
233,972.0,120.0,12.0,1248714060291350.8,35337148.44595346
234,972.0,120.0,14.0,1301644394599562.8,36078309.19818115
235,972.0,120.0,16.0,1210397873416979.2,34790772.82005934
236,972.0,120.0,18.0,1287780897523779.0,35885664.23411693
237,972.0,120.0,20.0,1363046383287768.5,36919458.057882816
238,972.0,120.0,22.0,1258190295520354.0,35470978.21487806
239,972.0,144.0,0.0,2.7446793545090784e+16,165670738.34896368
240,972.0,144.0,2.0,2.072112459229356e+16,143948340.012289
241,972.0,144.0,4.0,1747890385795518.8,41807779.010556385
242,972.0,144.0,6.0,2103615711656244.0,45865190.631417245
243,972.0,144.0,8.0,1520292992668953.0,38990934.74987427
244,972.0,144.0,10.0,1423228996019454.2,37725707.36274476
245,972.0,144.0,12.0,1375737947668754.5,37090941.58509264
246,972.0,144.0,14.0,1167027963831750.5,34161790.99274144
247,972.0,144.0,16.0,1368986099635235.2,36999812.15675608
248,972.0,144.0,18.0,1379126682999104.5,37136594.93005659
249,972.0,144.0,20.0,1208749256563465.8,34767071.44071047
250,972.0,144.0,22.0,1151453957563665.5,33933080.57874595
251,1458.0,0.0,0.0,3291394443650551.0,57370675.816575065
252,1458.0,0.0,2.0,3363979740259549.0,57999825.346802115
253,1458.0,0.0,4.0,3063782352670228.5,55351443.9980587
254,1458.0,0.0,6.0,2580710735087855.0,50800696.20672393
255,1458.0,0.0,8.0,2660004591775299.0,51575232.34824347
256,1458.0,0.0,10.0,2261720607429957.0,47557550.4776051
257,1458.0,0.0,12.0,2817816303378284.0,53083107.51433345
258,1458.0,0.0,14.0,2218523996422567.5,47101210.137559816
259,1458.0,0.0,16.0,2246386800967534.8,47396063.13785497
260,1458.0,0.0,18.0,2794124276277034.0,52859476.693181835
261,1458.0,0.0,20.0,2447893523189213.5,49476191.478217214
262,1458.0,0.0,22.0,2686228275462110.0,51828836.33135235
263,1458.0,24.0,0.0,3525671911756864.5,59377368.68333645
264,1458.0,24.0,2.0,3233667547866825.0,56865345.7552737
265,1458.0,24.0,4.0,3107126178659577.0,55741601.86664514
266,1458.0,24.0,6.0,3220935465398155.5,56753285.94361877
267,1458.0,24.0,8.0,2479247680865932.0,49792044.35314874
268,1458.0,24.0,10.0,2081895335545431.2,45627791.26306062
269,1458.0,24.0,12.0,2244812198357938.8,47379449.114124775
270,1458.0,24.0,14.0,2364503363551042.0,48626159.251487695
271,1458.0,24.0,16.0,2348671175035909.5,48463090.85310087
272,1458.0,24.0,18.0,2306447657392934.0,48025489.66322919
273,1458.0,24.0,20.0,2242330013628478.0,47353247.12866561
274,1458.0,24.0,22.0,2074373688413022.8,45545292.7140997
275,1458.0,48.0,0.0,2986944276972612.5,54652943.90032995
276,1458.0,48.0,2.0,2724799081847726.5,52199608.06220413
277,1458.0,48.0,4.0,1975641068627903.5,44448184.08695572
278,1458.0,48.0,6.0,2097477848719100.0,45798229.755298406
279,1458.0,48.0,8.0,1748067529773891.2,41809897.50972718
280,1458.0,48.0,10.0,1413387627651356.2,37595047.91393883
281,1458.0,48.0,12.0,1563602649897786.5,39542415.83284697
282,1458.0,48.0,14.0,1355606924910700.0,36818567.665115654
283,1458.0,48.0,16.0,1470460046963280.2,38346578.03459495
284,1458.0,48.0,18.0,1303178866704118.0,36099568.78834037
285,1458.0,48.0,20.0,1436667193651365.5,37903392.90421592
286,1458.0,48.0,22.0,1504651900638790.2,38789842.75089022
287,1458.0,72.0,0.0,2735908820371492.0,52305915.73016854
288,1458.0,72.0,2.0,2656498358264016.0,51541229.69297508
289,1458.0,72.0,4.0,1956674886666292.5,44234317.974467434
290,1458.0,72.0,6.0,2003899873030424.0,44764940.22145483
291,1458.0,72.0,8.0,1806887677027542.5,42507501.42066154
292,1458.0,72.0,10.0,1219570890934121.5,34922355.17450278
293,1458.0,72.0,12.0,1421520842089990.5,37703061.44187751
294,1458.0,72.0,14.0,1371934648973800.5,37039636.18846439
295,1458.0,72.0,16.0,1385026949675613.8,37215950.20519581
296,1458.0,72.0,18.0,1443611856444475.5,37994892.5047101
297,1458.0,72.0,20.0,1382702962463325.0,37184714.09683453
298,1458.0,72.0,22.0,1405281816623265.8,37487088.665609464
299,1458.0,96.0,0.0,3373077032446699.0,58078197.56540916
300,1458.0,96.0,2.0,2677292209407529.5,51742557.04357419
301,1458.0,96.0,4.0,2104599772575886.8,45875917.13062407
302,1458.0,96.0,6.0,2300003324749149.0,47958349.8960207
303,1458.0,96.0,8.0,1685154775615739.5,41050636.72606967
304,1458.0,96.0,10.0,1699679775091217.2,41227172.77586734
305,1458.0,96.0,12.0,1422626535793140.8,37717721.77363236
306,1458.0,96.0,14.0,1259870114080502.8,35494649.09082076
307,1458.0,96.0,16.0,1285770777434299.0,35857646.010778494
308,1458.0,96.0,18.0,1366669229330477.2,36968489.68149061
309,1458.0,96.0,20.0,1242007368604563.5,35242124.91613642
310,1458.0,96.0,22.0,1330261386769046.0,36472748.54969181
311,1458.0,120.0,0.0,3161596400952630.5,56228074.84658025
312,1458.0,120.0,2.0,2630993805413204.5,51293214.028886944
313,1458.0,120.0,4.0,2293093952165647.5,47886260.57822481
314,1458.0,120.0,6.0,2128410322553328.0,46134697.59902332
315,1458.0,120.0,8.0,1779308893371140.8,42181855.0252492
316,1458.0,120.0,10.0,1424563426207449.0,37743389.17224378
317,1458.0,120.0,12.0,1516546027822220.5,38942855.927913405
318,1458.0,120.0,14.0,1310696640360764.2,36203544.58282731
319,1458.0,120.0,16.0,1418136916023409.5,37658158.69135677
320,1458.0,120.0,18.0,1281855905977960.5,35803015.31963419
321,1458.0,120.0,20.0,1214968277177496.0,34856395.068588145
322,1458.0,120.0,22.0,1269634703261003.5,35631933.75696867
323,1458.0,144.0,0.0,3033872475660759.5,55080599.81210045
324,1458.0,144.0,2.0,3082598156403213.0,55521150.532055914
325,1458.0,144.0,4.0,2114822702683842.5,45987201.509592235
326,1458.0,144.0,6.0,2415589529848723.0,49148647.284017116
327,1458.0,144.0,8.0,1925798977382489.2,43883926.18468053
328,1458.0,144.0,10.0,1364054560508219.5,36933109.27214523
329,1458.0,144.0,12.0,1352294124344745.5,36773551.96802106
330,1458.0,144.0,14.0,1380296701738819.5,37152344.498548396
331,1458.0,144.0,16.0,1341246917659681.5,36623038.0724986
332,1458.0,144.0,18.0,1360142482153918.5,36880109.57350749
333,1458.0,144.0,20.0,1397800724731768.8,37387173.26479456
334,1458.0,144.0,22.0,1320976547556841.5,36345241.05789974
