Date,Hour,Toronto,HOEP
2004-01-01,1,4606,30.9
2004-01-01,2,4366,27.13
2004-01-01,3,4188,25.23
2004-01-01,4,4046,24.29
2004-01-01,5,3974,24.42
2004-01-01,6,3966,26.23
2004-01-01,7,4023,26.44
2004-01-01,8,4082,20.7
2004-01-01,9,4112,19.87
2004-01-01,10,4301,20.64
2004-01-01,11,4496,21.58
2004-01-01,12,4688,26.94
2004-01-01,13,4795,28.88
2004-01-01,14,4796,23.01
2004-01-01,15,4719,20.36
2004-01-01,16,4819,20.96
2004-01-01,17,5053,28.84
2004-01-01,18,5500,34.25
2004-01-01,19,5528,34.89
2004-01-01,20,5441,32.81
2004-01-01,21,5339,32.38
2004-01-01,22,5193,32.91
2004-01-01,23,4962,31.86
2004-01-01,24,4644,28.33
2004-01-02,1,4331,27.18
2004-01-02,2,4136,25.76
2004-01-02,3,4083,28.02
2004-01-02,4,4046,25.91
2004-01-02,5,4023,26.46
2004-01-02,6,4122,29.0
2004-01-02,7,4407,30.45
2004-01-02,8,4804,31.44
2004-01-02,9,5072,32.46
2004-01-02,10,5365,34.46
2004-01-02,11,5583,31.52
2004-01-02,12,5674,31.1
2004-01-02,13,5654,30.88
2004-01-02,14,5606,30.51
2004-01-02,15,5551,30.28
2004-01-02,16,5555,30.42
2004-01-02,17,5760,30.89
2004-01-02,18,6160,55.19
2004-01-02,19,6151,36.82
2004-01-02,20,5980,52.75
2004-01-02,21,5795,32.52
2004-01-02,22,5563,36.0
2004-01-02,23,5284,32.2
2004-01-02,24,4909,30.77
2004-01-03,1,4590,30.04
2004-01-03,2,4333,30.04
2004-01-03,3,4166,28.69
2004-01-03,4,4047,26.29
2004-01-03,5,4005,26.74
2004-01-03,6,4022,25.94
2004-01-03,7,4145,28.48
2004-01-03,8,4348,29.98
2004-01-03,9,4578,29.46
2004-01-03,10,4846,29.1
2004-01-03,11,5100,28.86
2004-01-03,12,5213,29.2
2004-01-03,13,5297,29.5
2004-01-03,14,5245,29.13
2004-01-03,15,5201,29.11
2004-01-03,16,5170,28.94
2004-01-03,17,5392,30.37
2004-01-03,18,5809,50.86
2004-01-03,19,5800,30.09
2004-01-03,20,5653,29.5
2004-01-03,21,5484,29.71
2004-01-03,22,5335,29.67
2004-01-03,23,5109,29.4
2004-01-03,24,4813,28.61
2004-01-04,1,4493,27.41
2004-01-04,2,4282,26.2
2004-01-04,3,4137,24.84
2004-01-04,4,4044,24.77
2004-01-04,5,3988,24.93
2004-01-04,6,4025,24.67
2004-01-04,7,4108,28.12
2004-01-04,8,4271,27.31
2004-01-04,9,4481,27.28
2004-01-04,10,4773,29.09
2004-01-04,11,5055,29.52
2004-01-04,12,5245,30.73
2004-01-04,13,5365,30.09
2004-01-04,14,5373,30.12
2004-01-04,15,5402,29.9
2004-01-04,16,5490,30.52
2004-01-04,17,5815,35.09
2004-01-04,18,6238,64.89
2004-01-04,19,6269,57.77
2004-01-04,20,6136,33.54
2004-01-04,21,5989,34.16
2004-01-04,22,5784,32.43
2004-01-04,23,5479,31.27
2004-01-04,24,5153,29.71
2004-01-05,1,4836,29.57
2004-01-05,2,4670,29.16
2004-01-05,3,4587,28.53
2004-01-05,4,4578,28.22
2004-01-05,5,4616,28.5
2004-01-05,6,4868,30.51
2004-01-05,7,5433,32.9
2004-01-05,8,6215,52.48
2004-01-05,9,6497,52.37
2004-01-05,10,6676,54.73
2004-01-05,11,6833,59.49
2004-01-05,12,6919,47.38
2004-01-05,13,6917,51.34
2004-01-05,14,6907,35.65
2004-01-05,15,6864,68.43
2004-01-05,16,6892,34.19
2004-01-05,17,7005,33.53
2004-01-05,18,7387,55.07
2004-01-05,19,7383,50.84
2004-01-05,20,7174,38.55
2004-01-05,21,6962,32.77
2004-01-05,22,6673,31.72
2004-01-05,23,6245,30.94
2004-01-05,24,5662,29.4
2004-01-06,1,5293,29.33
2004-01-06,2,5034,28.83
2004-01-06,3,4917,28.29
2004-01-06,4,4895,28.27
2004-01-06,5,4879,28.12
2004-01-06,6,5086,28.33
2004-01-06,7,5578,30.18
2004-01-06,8,6338,37.69
2004-01-06,9,6626,58.37
2004-01-06,10,6759,39.75
2004-01-06,11,6910,38.07
2004-01-06,12,6996,34.58
2004-01-06,13,6968,60.58
2004-01-06,14,6968,60.58
2004-01-06,15,6929,60.35
2004-01-06,16,6961,49.99
2004-01-06,17,7162,66.86
2004-01-06,18,7623,99.13
2004-01-06,19,7642,90.97
2004-01-06,20,7492,91.53
2004-01-06,21,7333,61.3
2004-01-06,22,7032,42.56
2004-01-06,23,6555,34.78
2004-01-06,24,6025,29.43
2004-01-07,1,5625,29.88
2004-01-07,2,5392,32.72
2004-01-07,3,5260,29.5
2004-01-07,4,5165,29.23
2004-01-07,5,5214,28.83
2004-01-07,6,5428,29.68
2004-01-07,7,5966,43.52
2004-01-07,8,6726,70.91
2004-01-07,9,6975,62.3
2004-01-07,10,7058,77.28
2004-01-07,11,7146,107.56
2004-01-07,12,7171,80.03
2004-01-07,13,7167,42.16
2004-01-07,14,7171,67.88
2004-01-07,15,7133,34.34
2004-01-07,16,7168,36.3
2004-01-07,17,7380,48.7
2004-01-07,18,7772,99.14
2004-01-07,19,7764,101.71
2004-01-07,20,7557,92.11
2004-01-07,21,7346,86.16
2004-01-07,22,7064,47.96
2004-01-07,23,6617,36.62
2004-01-07,24,6055,31.17
2004-01-08,1,5662,40.89
2004-01-08,2,5459,32.42
2004-01-08,3,5294,30.72
2004-01-08,4,5193,30.77
2004-01-08,5,5209,30.11
2004-01-08,6,5403,50.61
2004-01-08,7,5940,69.1
2004-01-08,8,6693,96.64
2004-01-08,9,6919,54.81
2004-01-08,10,6978,46.1
2004-01-08,11,7028,32.69
2004-01-08,12,7046,33.56
2004-01-08,13,7048,33.73
2004-01-08,14,7055,71.58
2004-01-08,15,7069,44.18
2004-01-08,16,7111,46.63
2004-01-08,17,7275,52.15
2004-01-08,18,7685,87.92
2004-01-08,19,7740,84.9
2004-01-08,20,7571,69.32
2004-01-08,21,7326,47.21
2004-01-08,22,7090,45.55
2004-01-08,23,6668,38.12
2004-01-08,24,6177,33.11
2004-01-09,1,5799,51.39
2004-01-09,2,5591,35.48
2004-01-09,3,5460,40.56
2004-01-09,4,5433,40.76
2004-01-09,5,5477,57.53
2004-01-09,6,5673,63.86
2004-01-09,7,6125,60.91
2004-01-09,8,6949,76.35
2004-01-09,9,7259,89.75
2004-01-09,10,7343,86.73
2004-01-09,11,7489,34.46
2004-01-09,12,7530,33.17
2004-01-09,13,7493,66.79
2004-01-09,14,7406,79.96
2004-01-09,15,7305,85.6
2004-01-09,16,7274,51.82
2004-01-09,17,7420,70.47
2004-01-09,18,7825,103.45
2004-01-09,19,7878,108.42
2004-01-09,20,7735,95.6
2004-01-09,21,7532,94.89
2004-01-09,22,7259,89.84
2004-01-09,23,6807,83.06
2004-01-09,24,6334,84.37
2004-01-10,1,5990,41.01
2004-01-10,2,5748,34.87
2004-01-10,3,5568,36.87
2004-01-10,4,5468,39.78
2004-01-10,5,5459,33.44
2004-01-10,6,5521,49.99
2004-01-10,7,5689,90.88
2004-01-10,8,5929,95.72
2004-01-10,9,6239,100.86
2004-01-10,10,6510,94.86
2004-01-10,11,6684,150.51
2004-01-10,12,6744,249.55
2004-01-10,13,6704,99.27
2004-01-10,14,6587,97.45
2004-01-10,15,6478,105.02
2004-01-10,16,6410,96.12
2004-01-10,17,6575,76.59
2004-01-10,18,7078,38.66
2004-01-10,19,7129,66.75
2004-01-10,20,6929,69.6
2004-01-10,21,6708,65.43
2004-01-10,22,6515,63.67
2004-01-10,23,6223,57.5
2004-01-10,24,5886,43.21
2004-01-11,1,5579,42.69
2004-01-11,2,5361,36.52
2004-01-11,3,5184,34.72
2004-01-11,4,5100,34.78
2004-01-11,5,5057,34.23
2004-01-11,6,5070,33.51
2004-01-11,7,5138,31.23
2004-01-11,8,5309,29.21
2004-01-11,9,5537,30.55
2004-01-11,10,5870,62.32
2004-01-11,11,6080,84.51
2004-01-11,12,6191,84.61
2004-01-11,13,6314,80.0
2004-01-11,14,6210,65.47
2004-01-11,15,6134,68.77
2004-01-11,16,6179,42.14
2004-01-11,17,6401,43.47
2004-01-11,18,6666,91.99
2004-01-11,19,6847,79.24
2004-01-11,20,6682,52.95
2004-01-11,21,6514,34.02
2004-01-11,22,6246,36.32
2004-01-11,23,5936,30.28
2004-01-11,24,5542,34.67
2004-01-12,1,5200,30.36
2004-01-12,2,5009,29.99
2004-01-12,3,4941,29.95
2004-01-12,4,4909,29.17
2004-01-12,5,4915,29.56
2004-01-12,6,5094,29.6
2004-01-12,7,5662,35.02
2004-01-12,8,6419,65.14
2004-01-12,9,6707,80.98
2004-01-12,10,6830,82.34
2004-01-12,11,6947,66.85
2004-01-12,12,6962,68.77
2004-01-12,13,6901,60.31
2004-01-12,14,6867,47.48
2004-01-12,15,6851,35.75
2004-01-12,16,6899,70.01
2004-01-12,17,7064,90.93
2004-01-12,18,7450,112.46
2004-01-12,19,7445,92.89
2004-01-12,20,7266,88.45
2004-01-12,21,7052,74.26
2004-01-12,22,6783,55.72
2004-01-12,23,6359,39.07
2004-01-12,24,5793,31.74
2004-01-13,1,5399,30.59
2004-01-13,2,5175,29.38
2004-01-13,3,5011,29.0
2004-01-13,4,4913,28.68
2004-01-13,5,4950,28.83
2004-01-13,6,5140,28.91
2004-01-13,7,5663,31.88
2004-01-13,8,6447,47.83
2004-01-13,9,6729,53.56
2004-01-13,10,6860,66.39
2004-01-13,11,6967,68.77
2004-01-13,12,6998,58.92
2004-01-13,13,6984,81.6
2004-01-13,14,6988,93.4
2004-01-13,15,6978,67.38
2004-01-13,16,7036,85.19
2004-01-13,17,7245,86.99
2004-01-13,18,7690,96.34
2004-01-13,19,7807,94.5
2004-01-13,20,7658,92.14
2004-01-13,21,7479,92.65
2004-01-13,22,7218,87.22
2004-01-13,23,6755,45.24
2004-01-13,24,6260,45.62
2004-01-14,1,5892,56.4
2004-01-14,2,5641,40.29
2004-01-14,3,5563,34.97
2004-01-14,4,5516,39.52
2004-01-14,5,5551,35.62
2004-01-14,6,5733,49.07
2004-01-14,7,6250,68.73
2004-01-14,8,7039,91.28
2004-01-14,9,7356,93.18
2004-01-14,10,7514,98.8
2004-01-14,11,7580,100.09
2004-01-14,12,7629,96.1
2004-01-14,13,7587,80.4
2004-01-14,14,7562,78.8
2004-01-14,15,7524,78.39
2004-01-14,16,7572,113.1
2004-01-14,17,7697,93.99
2004-01-14,18,8060,340.45
2004-01-14,19,8048,102.13
2004-01-14,20,7889,86.12
2004-01-14,21,7727,91.73
2004-01-14,22,7436,86.32
2004-01-14,23,6957,76.91
2004-01-14,24,6423,73.36
2004-01-15,1,6011,34.94
2004-01-15,2,5838,34.24
2004-01-15,3,5723,46.71
2004-01-15,4,5674,53.87
2004-01-15,5,5688,54.45
2004-01-15,6,5861,58.22
2004-01-15,7,6350,59.52
2004-01-15,8,7076,138.07
2004-01-15,9,7355,133.81
2004-01-15,10,7462,113.86
2004-01-15,11,7541,116.48
2004-01-15,12,7608,114.73
2004-01-15,13,7579,104.41
2004-01-15,14,7578,102.7
2004-01-15,15,7525,106.53
2004-01-15,16,7544,128.31
2004-01-15,17,7692,122.08
2004-01-15,18,8072,143.08
2004-01-15,19,8213,144.61
2004-01-15,20,8067,142.55
2004-01-15,21,7835,134.23
2004-01-15,22,7535,95.57
2004-01-15,23,7117,104.2
2004-01-15,24,6632,106.4
2004-01-16,1,6182,105.77
2004-01-16,2,5988,86.66
2004-01-16,3,5868,81.01
2004-01-16,4,5811,80.87
2004-01-16,5,5785,80.56
2004-01-16,6,5974,102.66
2004-01-16,7,6499,107.57
2004-01-16,8,7198,122.15
2004-01-16,9,7417,134.51
2004-01-16,10,7481,136.22
2004-01-16,11,7597,138.55
2004-01-16,12,7585,153.37
2004-01-16,13,7496,94.89
2004-01-16,14,7441,117.41
2004-01-16,15,7347,29.73
2004-01-16,16,7306,30.46
2004-01-16,17,7367,68.13
2004-01-16,18,7727,152.34
2004-01-16,19,7811,142.71
2004-01-16,20,7589,109.22
2004-01-16,21,7383,59.35
2004-01-16,22,7129,33.31
2004-01-16,23,6748,34.25
2004-01-16,24,6228,34.13
2004-01-17,1,5837,38.98
2004-01-17,2,5568,39.58
2004-01-17,3,5410,36.27
2004-01-17,4,5315,57.65
2004-01-17,5,5308,67.49
2004-01-17,6,5364,42.43
2004-01-17,7,5492,37.8
2004-01-17,8,5824,66.23
2004-01-17,9,6134,64.64
2004-01-17,10,6383,61.33
2004-01-17,11,6602,95.36
2004-01-17,12,6690,99.44
2004-01-17,13,6685,78.65
2004-01-17,14,6625,70.0
2004-01-17,15,6539,58.61
2004-01-17,16,6487,69.44
2004-01-17,17,6575,46.73
2004-01-17,18,6952,76.27
2004-01-17,19,6963,72.93
2004-01-17,20,6758,42.89
2004-01-17,21,6556,41.16
2004-01-17,22,6349,41.16
2004-01-17,23,6064,34.3
2004-01-17,24,5757,32.56
2004-01-18,1,5427,43.16
2004-01-18,2,5131,38.96
2004-01-18,3,4952,34.83
2004-01-18,4,4843,32.9
2004-01-18,5,4805,36.5
2004-01-18,6,4852,31.02
2004-01-18,7,4944,29.72
2004-01-18,8,5094,29.88
2004-01-18,9,5330,30.89
2004-01-18,10,5585,30.87
2004-01-18,11,5781,32.88
2004-01-18,12,5926,45.1
2004-01-18,13,5967,75.65
2004-01-18,14,5914,71.51
2004-01-18,15,5860,35.97
2004-01-18,16,5892,33.09
2004-01-18,17,6152,31.98
2004-01-18,18,6651,79.41
2004-01-18,19,6851,80.42
2004-01-18,20,6722,75.23
2004-01-18,21,6612,92.56
2004-01-18,22,6419,105.32
2004-01-18,23,6105,61.82
2004-01-18,24,5766,42.09
2004-01-19,1,5470,69.77
2004-01-19,2,5321,69.19
2004-01-19,3,5238,69.57
2004-01-19,4,5208,68.0
2004-01-19,5,5246,52.27
2004-01-19,6,5478,41.21
2004-01-19,7,5995,69.08
2004-01-19,8,6789,103.85
2004-01-19,9,7032,106.4
2004-01-19,10,7182,106.24
2004-01-19,11,7255,110.42
2004-01-19,12,7263,106.41
2004-01-19,13,7223,99.55
2004-01-19,14,7187,102.34
2004-01-19,15,7146,65.66
2004-01-19,16,7194,89.82
2004-01-19,17,7357,104.15
2004-01-19,18,7734,117.07
2004-01-19,19,7874,94.5
2004-01-19,20,7704,84.53
2004-01-19,21,7454,64.69
2004-01-19,22,7184,60.31
2004-01-19,23,6743,46.69
2004-01-19,24,6183,33.95
2004-01-20,1,5791,53.44
2004-01-20,2,5585,47.05
2004-01-20,3,5491,38.49
2004-01-20,4,5435,35.93
2004-01-20,5,5456,35.69
2004-01-20,6,5646,33.59
2004-01-20,7,6182,46.83
2004-01-20,8,6902,97.75
2004-01-20,9,7158,101.45
2004-01-20,10,7309,71.54
2004-01-20,11,7371,107.02
2004-01-20,12,7358,85.64
2004-01-20,13,7312,106.56
2004-01-20,14,7247,107.56
2004-01-20,15,7225,63.41
2004-01-20,16,7218,66.0
2004-01-20,17,7349,73.82
2004-01-20,18,7722,109.74
2004-01-20,19,7872,51.35
2004-01-20,20,7688,95.82
2004-01-20,21,7493,99.73
2004-01-20,22,7203,62.89
2004-01-20,23,6756,39.02
2004-01-20,24,6219,46.52
2004-01-21,1,5836,54.13
2004-01-21,2,5627,53.18
2004-01-21,3,5508,38.98
2004-01-21,4,5459,35.95
2004-01-21,5,5491,43.12
2004-01-21,6,5678,41.88
2004-01-21,7,6198,53.69
2004-01-21,8,6934,70.86
2004-01-21,9,7203,65.56
2004-01-21,10,7250,57.91
2004-01-21,11,7251,39.74
2004-01-21,12,7254,35.41
2004-01-21,13,7255,70.32
2004-01-21,14,7251,47.24
2004-01-21,15,7196,80.14
2004-01-21,16,7233,73.55
2004-01-21,17,7486,102.08
2004-01-21,18,7865,124.61
2004-01-21,19,7835,102.14
2004-01-21,20,7602,67.95
2004-01-21,21,7383,73.95
2004-01-21,22,7063,44.77
2004-01-21,23,6626,31.91
2004-01-21,24,6103,31.0
2004-01-22,1,5674,33.99
2004-01-22,2,5438,35.34
2004-01-22,3,5305,35.77
2004-01-22,4,5239,35.65
2004-01-22,5,5247,35.76
2004-01-22,6,5456,34.96
2004-01-22,7,6003,51.19
2004-01-22,8,6718,63.58
2004-01-22,9,6964,62.34
2004-01-22,10,7065,66.0
2004-01-22,11,7138,64.67
2004-01-22,12,7189,70.42
2004-01-22,13,7168,70.42
2004-01-22,14,7180,79.76
2004-01-22,15,7162,66.06
2004-01-22,16,7160,48.09
2004-01-22,17,7285,44.84
2004-01-22,18,7631,76.14
2004-01-22,19,7796,102.73
2004-01-22,20,7673,94.75
2004-01-22,21,7481,99.27
2004-01-22,22,7180,82.97
2004-01-22,23,6726,51.99
2004-01-22,24,6222,41.71
2004-01-23,1,5878,53.14
2004-01-23,2,5652,61.78
2004-01-23,3,5536,57.44
2004-01-23,4,5490,64.62
2004-01-23,5,5508,65.65
2004-01-23,6,5716,56.49
2004-01-23,7,6247,80.92
2004-01-23,8,6956,115.7
2004-01-23,9,7190,108.98
2004-01-23,10,7253,106.27
2004-01-23,11,7358,105.58
2004-01-23,12,7378,104.68
2004-01-23,13,7303,104.07
2004-01-23,14,7254,64.43
2004-01-23,15,7188,111.27
2004-01-23,16,7162,110.77
2004-01-23,17,7255,70.27
2004-01-23,18,7520,128.01
2004-01-23,19,7645,123.16
2004-01-23,20,7473,105.23
2004-01-23,21,7242,119.14
2004-01-23,22,7022,109.43
2004-01-23,23,6634,48.24
2004-01-23,24,6101,49.56
2004-01-24,1,5769,34.04
2004-01-24,2,5528,37.48
2004-01-24,3,5367,37.43
2004-01-24,4,5308,63.21
2004-01-24,5,5307,57.32
2004-01-24,6,5375,48.55
2004-01-24,7,5555,39.62
2004-01-24,8,5841,57.77
2004-01-24,9,6149,68.95
2004-01-24,10,6422,70.29
2004-01-24,11,6594,63.8
2004-01-24,12,6685,111.84
2004-01-24,13,6670,84.54
2004-01-24,14,6563,75.76
2004-01-24,15,6487,87.86
2004-01-24,16,6424,72.07
2004-01-24,17,6511,51.52
2004-01-24,18,6931,132.05
2004-01-24,19,7128,131.68
2004-01-24,20,6955,124.69
2004-01-24,21,6782,122.36
2004-01-24,22,6596,86.45
2004-01-24,23,6338,54.49
2004-01-24,24,6003,79.3
2004-01-25,1,5699,88.21
2004-01-25,2,5487,94.54
2004-01-25,3,5362,65.01
2004-01-25,4,5285,61.71
2004-01-25,5,5258,77.43
2004-01-25,6,5290,107.06
2004-01-25,7,5365,57.74
2004-01-25,8,5524,63.68
2004-01-25,9,5747,63.91
2004-01-25,10,6018,59.81
2004-01-25,11,6162,35.69
2004-01-25,12,6217,33.94
2004-01-25,13,6276,35.0
2004-01-25,14,6204,37.04
2004-01-25,15,6155,68.47
2004-01-25,16,6178,32.68
2004-01-25,17,6360,78.88
2004-01-25,18,6801,122.55
2004-01-25,19,6988,128.51
2004-01-25,20,6898,123.66
2004-01-25,21,6757,120.45
2004-01-25,22,6503,89.35
2004-01-25,23,6207,57.29
2004-01-25,24,5926,60.66
2004-01-26,1,5594,47.4
2004-01-26,2,5448,52.4
2004-01-26,3,5360,67.03
2004-01-26,4,5332,46.28
2004-01-26,5,5382,40.48
2004-01-26,6,5641,51.06
2004-01-26,7,6194,128.56
2004-01-26,8,6970,147.55
2004-01-26,9,7313,145.37
2004-01-26,10,7496,123.43
2004-01-26,11,7662,120.72
2004-01-26,12,7742,127.27
2004-01-26,13,7737,121.37
2004-01-26,14,7761,128.73
2004-01-26,15,7760,129.49
2004-01-26,16,7758,133.01
2004-01-26,17,7812,146.19
2004-01-26,18,8066,207.56
2004-01-26,19,8104,158.08
2004-01-26,20,7963,139.11
2004-01-26,21,7718,126.15
2004-01-26,22,7382,120.56
2004-01-26,23,6933,52.82
2004-01-26,24,6392,71.03
2004-01-27,1,6002,116.6
2004-01-27,2,5756,80.28
2004-01-27,3,5619,67.31
2004-01-27,4,5581,114.72
2004-01-27,5,5597,87.86
2004-01-27,6,5772,64.17
2004-01-27,7,6183,89.96
2004-01-27,8,6830,124.48
2004-01-27,9,7142,126.78
2004-01-27,10,7358,118.81
2004-01-27,11,7491,124.22
2004-01-27,12,7433,128.23
2004-01-27,13,7536,134.34
2004-01-27,14,7588,134.34
2004-01-27,15,7510,123.42
2004-01-27,16,7389,112.49
2004-01-27,17,7447,75.38
2004-01-27,18,7734,130.25
2004-01-27,19,7752,130.66
2004-01-27,20,7597,125.73
2004-01-27,21,7333,103.26
2004-01-27,22,7016,45.21
2004-01-27,23,6549,35.73
2004-01-27,24,6040,42.19
2004-01-28,1,5679,33.61
2004-01-28,2,5460,34.13
2004-01-28,3,5316,54.01
2004-01-28,4,5256,36.63
2004-01-28,5,5254,39.77
2004-01-28,6,5436,43.4
2004-01-28,7,5987,60.94
2004-01-28,8,6696,94.97
2004-01-28,9,6955,102.67
2004-01-28,10,7083,69.33
2004-01-28,11,7135,60.38
2004-01-28,12,7210,86.84
2004-01-28,13,7163,67.97
2004-01-28,14,7186,133.12
2004-01-28,15,7136,144.95
2004-01-28,16,7109,101.05
2004-01-28,17,7267,90.03
2004-01-28,18,7588,107.72
2004-01-28,19,7663,152.94
2004-01-28,20,7452,121.75
2004-01-28,21,7286,46.21
2004-01-28,22,6996,37.12
2004-01-28,23,6564,41.3
2004-01-28,24,6071,34.21
2004-01-29,1,5686,38.22
2004-01-29,2,5453,38.87
2004-01-29,3,5373,50.56
2004-01-29,4,5327,100.69
2004-01-29,5,5348,52.47
2004-01-29,6,5563,65.64
2004-01-29,7,6136,70.64
2004-01-29,8,6793,70.3
2004-01-29,9,6965,102.5
2004-01-29,10,7090,69.52
2004-01-29,11,7211,97.29
2004-01-29,12,7241,68.74
2004-01-29,13,7231,63.6
2004-01-29,14,7192,77.4
2004-01-29,15,7226,172.54
2004-01-29,16,7242,165.04
2004-01-29,17,7350,158.89
2004-01-29,18,7647,150.16
2004-01-29,19,7795,149.2
2004-01-29,20,7619,153.9
2004-01-29,21,7471,145.53
2004-01-29,22,7166,99.05
2004-01-29,23,6744,55.57
2004-01-29,24,6255,42.24
2004-01-30,1,5864,45.99
2004-01-30,2,5625,46.95
2004-01-30,3,5503,49.79
2004-01-30,4,5445,69.62
2004-01-30,5,5478,47.28
2004-01-30,6,5673,36.54
2004-01-30,7,6188,45.49
2004-01-30,8,6860,91.12
2004-01-30,9,7139,114.72
2004-01-30,10,7282,121.81
2004-01-30,11,7371,120.88
2004-01-30,12,7412,105.46
2004-01-30,13,7366,118.37
2004-01-30,14,7341,121.19
2004-01-30,15,7307,120.75
2004-01-30,16,7253,108.5
2004-01-30,17,7290,66.63
2004-01-30,18,7526,90.7
2004-01-30,19,7646,121.78
2004-01-30,20,7435,119.62
2004-01-30,21,7231,101.41
2004-01-30,22,6991,80.42
2004-01-30,23,6612,48.09
2004-01-30,24,6147,57.59
2004-01-31,1,5761,82.07
2004-01-31,2,5518,59.18
2004-01-31,3,5365,40.65
2004-01-31,4,5273,67.92
2004-01-31,5,5261,39.21
2004-01-31,6,5310,39.96
2004-01-31,7,5468,37.17
2004-01-31,8,5720,34.55
2004-01-31,9,5967,43.53
2004-01-31,10,6248,47.35
2004-01-31,11,6430,72.45
2004-01-31,12,6464,66.69
2004-01-31,13,6428,78.7
2004-01-31,14,6368,64.62
2004-01-31,15,6301,37.98
2004-01-31,16,6247,62.03
2004-01-31,17,6330,43.26
2004-01-31,18,6627,69.78
2004-01-31,19,6820,96.72
2004-01-31,20,6668,76.78
2004-01-31,21,6492,62.12
2004-01-31,22,6288,72.86
2004-01-31,23,6020,44.8
2004-01-31,24,5705,51.81
2004-02-01,1,5378,43.78
2004-02-01,2,5170,37.19
2004-02-01,3,4990,38.33
2004-02-01,4,4925,37.27
2004-02-01,5,4923,38.59
2004-02-01,6,4954,38.9
2004-02-01,7,5044,37.63
2004-02-01,8,5203,36.35
2004-02-01,9,5399,49.79
2004-02-01,10,5630,64.48
2004-02-01,11,5768,35.75
2004-02-01,12,5887,37.47
2004-02-01,13,5932,40.42
2004-02-01,14,5833,53.89
2004-02-01,15,5727,34.48
2004-02-01,16,5730,32.24
2004-02-01,17,5846,32.06
2004-02-01,18,6229,33.92
2004-02-01,19,6581,36.94
2004-02-01,20,6466,37.3
2004-02-01,21,6350,37.3
2004-02-01,22,6185,37.23
2004-02-01,23,5917,36.83
2004-02-01,24,5569,33.06
2004-02-02,1,5283,36.97
2004-02-02,2,5110,36.56
2004-02-02,3,5021,34.0
2004-02-02,4,4989,33.82
2004-02-02,5,5039,36.44
2004-02-02,6,5255,35.69
2004-02-02,7,5819,47.11
2004-02-02,8,6566,76.58
2004-02-02,9,6844,74.17
2004-02-02,10,6981,72.45
2004-02-02,11,7091,54.67
2004-02-02,12,7132,58.03
2004-02-02,13,7070,36.01
2004-02-02,14,7028,47.05
2004-02-02,15,6934,38.0
2004-02-02,16,6945,33.7
2004-02-02,17,7063,42.55
2004-02-02,18,7317,74.03
2004-02-02,19,7470,85.51
2004-02-02,20,7319,79.66
2004-02-02,21,7126,72.9
2004-02-02,22,6825,53.33
2004-02-02,23,6360,37.79
2004-02-02,24,5862,35.43
2004-02-03,1,5434,40.05
2004-02-03,2,5180,37.21
2004-02-03,3,5041,33.98
2004-02-03,4,4993,33.41
2004-02-03,5,5050,38.47
2004-02-03,6,5256,41.81
2004-02-03,7,5750,45.69
2004-02-03,8,6480,42.62
2004-02-03,9,6727,73.26
2004-02-03,10,6875,51.05
2004-02-03,11,7004,73.44
2004-02-03,12,7065,79.74
2004-02-03,13,7055,71.66
2004-02-03,14,7041,71.66
2004-02-03,15,6984,81.68
2004-02-03,16,6995,73.68
2004-02-03,17,7117,85.78
2004-02-03,18,7302,83.56
2004-02-03,19,7361,99.8
2004-02-03,20,7245,85.76
2004-02-03,21,6941,75.01
2004-02-03,22,6679,57.39
2004-02-03,23,6271,35.17
2004-02-03,24,5779,35.41
2004-02-04,1,5349,37.48
2004-02-04,2,5159,34.69
2004-02-04,3,5028,33.78
2004-02-04,4,5007,33.1
2004-02-04,5,4999,34.87
2004-02-04,6,5295,40.26
2004-02-04,7,5860,52.27
2004-02-04,8,6544,87.75
2004-02-04,9,6767,64.62
2004-02-04,10,6824,42.42
2004-02-04,11,6893,40.98
2004-02-04,12,6920,45.0
2004-02-04,13,6892,70.1
2004-02-04,14,6880,99.97
2004-02-04,15,6835,92.96
2004-02-04,16,6851,55.76
2004-02-04,17,6960,41.79
2004-02-04,18,7269,138.2
2004-02-04,19,7501,91.38
2004-02-04,20,7440,96.41
2004-02-04,21,7239,95.91
2004-02-04,22,6912,96.16
2004-02-04,23,6486,86.12
2004-02-04,24,5943,71.62
2004-02-05,1,5583,101.44
2004-02-05,2,5356,56.98
2004-02-05,3,5218,66.6
2004-02-05,4,5165,39.09
2004-02-05,5,5191,38.88
2004-02-05,6,5387,52.03
2004-02-05,7,5924,67.36
2004-02-05,8,6610,98.28
2004-02-05,9,6825,50.75
2004-02-05,10,6907,77.58
2004-02-05,11,7021,66.48
2004-02-05,12,7051,56.17
2004-02-05,13,7025,46.34
2004-02-05,14,6986,34.67
2004-02-05,15,6961,61.48
2004-02-05,16,6930,38.72
2004-02-05,17,7002,38.48
2004-02-05,18,7296,73.76
2004-02-05,19,7434,101.23
2004-02-05,20,7344,98.25
2004-02-05,21,7124,103.99
2004-02-05,22,6850,100.22
2004-02-05,23,6424,90.23
2004-02-05,24,5935,90.25
2004-02-06,1,5569,88.55
2004-02-06,2,5385,87.95
2004-02-06,3,5254,84.19
2004-02-06,4,5187,39.17
2004-02-06,5,5192,49.67
2004-02-06,6,5379,49.72
2004-02-06,7,5829,59.68
2004-02-06,8,6518,86.58
2004-02-06,9,6836,95.96
