# Renewables.ninja Weather (Point API) - 43.653, -79.384 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in America/Toronto, temperature in ºC, precipitation in mm/h, snowfall in mm/h, snow_mass in kg/m², air_density in kg/m³, radiation_surface in W/m², radiation_toa in W/m², cloud_cover in fraction
# {"units": {"time": "UTC", "local_time": "America/Toronto", "temperature": "\u00baC", "precipitation": "mm/h", "snowfall": "mm/h", "snow_mass": "kg/m\u00b2", "air_density": "kg/m\u00b3", "radiation_surface": "W/m\u00b2", "radiation_toa": "W/m\u00b2", "cloud_cover": "fraction"}, "params": {"local_time": true, "header": true, "lat": "43.6534817", "lon": "-79.3839347", "date_from": "2018-01-01", "date_to": "2018-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,temperature,precipitation,snowfall,snow_mass,air_density,radiation_surface,radiation_toa,cloud_cover
2018-01-01 00:00,2017-12-31 19:00,-13.263,0.004,0.004,16.693,1.358,0,0,0.355
2018-01-01 01:00,2017-12-31 20:00,-13.505,0.004,0.004,16.699,1.359,0,0,0.398
2018-01-01 02:00,2017-12-31 21:00,-13.618,0.004,0.004,16.705,1.359,0,0,0.439
2018-01-01 03:00,2017-12-31 22:00,-13.762,0.005,0.005,16.710,1.359,0,0,0.440
2018-01-01 04:00,2017-12-31 23:00,-13.837,0.006,0.006,16.718,1.360,0,0,0.458
2018-01-01 05:00,2018-01-01 00:00,-13.769,0.009,0.009,16.727,1.359,0,0,0.503
2018-01-01 06:00,2018-01-01 01:00,-13.576,0.016,0.016,16.740,1.358,0,0,0.475
2018-01-01 07:00,2018-01-01 02:00,-13.274,0.023,0.023,16.762,1.357,0,0,0.519
2018-01-01 08:00,2018-01-01 03:00,-12.921,0.023,0.023,16.786,1.354,0,0,0.655
2018-01-01 09:00,2018-01-01 04:00,-12.402,0.015,0.015,16.807,1.351,0,0,0.754
2018-01-01 10:00,2018-01-01 05:00,-11.674,0.010,0.010,16.821,1.348,0,0,0.743
2018-01-01 11:00,2018-01-01 06:00,-10.989,0.007,0.007,16.830,1.347,0,0,0.693
2018-01-01 12:00,2018-01-01 07:00,-10.524,0.004,0.004,16.831,1.347,0.184,1.462,0.744
2018-01-01 13:00,2018-01-01 08:00,-10.208,0.003,0.003,16.824,1.347,36.854,130.446,0.842
2018-01-01 14:00,2018-01-01 09:00,-9.877,0.005,0.005,16.807,1.347,108.775,315.688,0.790
2018-01-01 15:00,2018-01-01 10:00,-9.372,0.007,0.007,16.782,1.344,183.255,453.585,0.634
2018-01-01 16:00,2018-01-01 11:00,-8.752,0.011,0.011,16.748,1.340,267.107,534.594,0.465
2018-01-01 17:00,2018-01-01 12:00,-8.234,0.017,0.017,16.712,1.336,272.647,553.304,0.520
2018-01-01 18:00,2018-01-01 13:00,-7.754,0.025,0.025,16.682,1.332,218.502,508.458,0.640
2018-01-01 19:00,2018-01-01 14:00,-7.549,0.045,0.045,16.674,1.330,131.233,403.010,0.752
2018-01-01 20:00,2018-01-01 15:00,-7.758,0.066,0.066,16.697,1.331,47.858,244.273,0.828
2018-01-01 21:00,2018-01-01 16:00,-8.529,0.046,0.046,16.725,1.336,7.950,53.297,0.752
2018-01-01 22:00,2018-01-01 17:00,-9.621,0.024,0.024,16.736,1.343,0,0,0.485
2018-01-01 23:00,2018-01-01 18:00,-10.367,0.014,0.014,16.738,1.348,0,0,0.330
2018-01-02 00:00,2018-01-01 19:00,-10.697,0.009,0.009,16.741,1.349,0,0,0.361
2018-01-02 01:00,2018-01-01 20:00,-10.758,0.010,0.010,16.748,1.348,0,0,0.504
2018-01-02 02:00,2018-01-01 21:00,-10.342,0.020,0.020,16.763,1.345,0,0,0.629
2018-01-02 03:00,2018-01-01 22:00,-9.384,0.023,0.023,16.785,1.341,0,0,0.829
