# Renewables.ninja Weather (Point API) - 43.653, -79.384 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in America/Toronto, temperature in ºC, precipitation in mm/h, snowfall in mm/h, snow_mass in kg/m², air_density in kg/m³, radiation_surface in W/m², radiation_toa in W/m², cloud_cover in fraction
# {"units": {"time": "UTC", "local_time": "America/Toronto", "temperature": "\u00baC", "precipitation": "mm/h", "snowfall": "mm/h", "snow_mass": "kg/m\u00b2", "air_density": "kg/m\u00b3", "radiation_surface": "W/m\u00b2", "radiation_toa": "W/m\u00b2", "cloud_cover": "fraction"}, "params": {"local_time": true, "header": true, "lat": "43.6534817", "lon": "-79.3839347", "date_from": "2012-01-01", "date_to": "2012-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,temperature,precipitation,snowfall,snow_mass,air_density,radiation_surface,radiation_toa,cloud_cover
2012-01-01 00:00,2011-12-31 19:00,1.179,0.121,0.040,5.958,1.265,0,0,0.674
2012-01-01 01:00,2011-12-31 20:00,0.820,0.069,0.023,5.998,1.268,0,0,0.844
2012-01-01 02:00,2011-12-31 21:00,0.523,0.031,0.009,6.019,1.270,0,0,0.909
2012-01-01 03:00,2011-12-31 22:00,0.562,0.035,0.004,6.029,1.270,0,0,0.957
2012-01-01 04:00,2011-12-31 23:00,0.682,0.045,0.002,6.038,1.269,0,0,0.778
2012-01-01 05:00,2012-01-01 00:00,0.672,0.032,0.004,6.048,1.267,0,0,0.538
2012-01-01 06:00,2012-01-01 01:00,0.932,0.004,0.002,6.054,1.265,0,0,0.581
2012-01-01 07:00,2012-01-01 02:00,1.319,0.006,0.004,6.059,1.262,0,0,0.676
2012-01-01 08:00,2012-01-01 03:00,1.715,0.008,0.004,6.066,1.259,0,0,0.624
2012-01-01 09:00,2012-01-01 04:00,2.019,0.013,0.003,6.070,1.256,0,0,0.637
2012-01-01 10:00,2012-01-01 05:00,2.433,0.014,0.002,6.067,1.253,0,0,0.634
2012-01-01 11:00,2012-01-01 06:00,2.716,0.012,0.001,6.045,1.251,0,0,0.616
2012-01-01 12:00,2012-01-01 07:00,2.689,0.010,0.001,5.992,1.251,0.212,1.386,0.598
2012-01-01 13:00,2012-01-01 08:00,2.753,0.005,0,5.892,1.250,44.158,129.758,0.435
2012-01-01 14:00,2012-01-01 09:00,2.941,0.004,0,5.684,1.248,158.516,315.062,0.183
2012-01-01 15:00,2012-01-01 10:00,3.442,0.053,0,5.359,1.243,292.444,452.960,0.174
2012-01-01 16:00,2012-01-01 11:00,4.238,0.359,0.001,4.967,1.235,290.749,534.016,0.633
2012-01-01 17:00,2012-01-01 12:00,4.611,1.064,0.065,4.660,1.228,155.767,552.804,0.849
2012-01-01 18:00,2012-01-01 13:00,3.669,0.792,0.034,4.373,1.234,114.145,507.831,0.849
2012-01-01 19:00,2012-01-01 14:00,4.034,0.090,0.001,4.132,1.229,90.374,402.385,0.764
2012-01-01 20:00,2012-01-01 15:00,4.958,0.038,0,3.844,1.222,33.151,243.567,0.768
2012-01-01 21:00,2012-01-01 16:00,5.233,0.046,0,3.483,1.221,8.471,52.790,0.466
2012-01-01 22:00,2012-01-01 17:00,4.316,0.031,0.002,3.190,1.227,0,0,0.391
2012-01-01 23:00,2012-01-01 18:00,3.593,0.037,0.005,2.999,1.232,0,0,0.432
2012-01-02 00:00,2012-01-01 19:00,2.941,0.037,0.009,2.871,1.238,0,0,0.416
2012-01-02 01:00,2012-01-01 20:00,2.317,0.022,0.011,2.815,1.243,0,0,0.387
2012-01-02 02:00,2012-01-01 21:00,1.682,0.021,0.017,2.811,1.248,0,0,0.405
2012-01-02 03:00,2012-01-01 22:00,1.144,0.023,0.022,2.824,1.251,0,0,0.487
2012-01-02 04:00,2012-01-01 23:00,0.757,0.020,0.019,2.839,1.253,0,0,0.585
2012-01-02 05:00,2012-01-02 00:00,0.460,0.019,0.018,2.853,1.255,0,0,0.571
2012-01-02 06:00,2012-01-02 01:00,0.239,0.097,0.097,2.911,1.257,0,0,0.755
2012-01-02 07:00,2012-01-02 02:00,0.097,0.066,0.066,2.986,1.258,0,0,0.886
2012-01-02 08:00,2012-01-02 03:00,-0.044,0.041,0.041,3.033,1.259,0,0,0.928
2012-01-02 09:00,2012-01-02 04:00,-0.184,0.025,0.025,3.060,1.260,0,0,0.951
2012-01-02 10:00,2012-01-02 05:00,-0.373,0.014,0.014,3.074,1.261,0,0,0.951
2012-01-02 11:00,2012-01-02 06:00,-0.560,0.007,0.007,3.079,1.262,0,0,0.942
2012-01-02 12:00,2012-01-02 07:00,-0.764,0.005,0.005,3.080,1.263,0.140,1.545,0.841
2012-01-02 13:00,2012-01-02 08:00,-0.869,0.005,0.005,3.081,1.265,31.792,131.321,0.637
2012-01-02 14:00,2012-01-02 09:00,-0.700,0.007,0.007,3.081,1.266,112.117,316.774,0.604
2012-01-02 15:00,2012-01-02 10:00,-0.637,0.013,0.013,3.080,1.267,181.928,454.749,0.593
2012-01-02 16:00,2012-01-02 11:00,-0.725,0.040,0.040,3.095,1.268,211.790,535.844,0.646
2012-01-02 17:00,2012-01-02 12:00,-0.910,0.086,0.086,3.145,1.270,213.369,554.554,0.703
2012-01-02 18:00,2012-01-02 13:00,-1.182,0.079,0.079,3.213,1.272,163.580,509.705,0.767
2012-01-02 19:00,2012-01-02 14:00,-1.585,0.057,0.057,3.266,1.275,116.803,404.135,0.814
2012-01-02 20:00,2012-01-02 15:00,-2.150,0.022,0.022,3.293,1.279,66.793,245.254,0.711
2012-01-02 21:00,2012-01-02 16:00,-2.903,0.009,0.009,3.301,1.284,11.631,53.897,0.779
2012-01-02 22:00,2012-01-02 17:00,-3.530,0.004,0.004,3.302,1.289,0,0,0.825
2012-01-02 23:00,2012-01-02 18:00,-4.170,0.003,0.003,3.301,1.294,0,0,0.780
2012-01-03 00:00,2012-01-02 19:00,-4.745,0.003,0.003,3.301,1.298,0,0,0.688
2012-01-03 01:00,2012-01-02 20:00,-5.265,0.003,0.003,3.302,1.301,0,0,0.528
2012-01-03 02:00,2012-01-02 21:00,-5.764,0.006,0.006,3.306,1.305,0,0,0.422
2012-01-03 03:00,2012-01-02 22:00,-6.159,0.011,0.011,3.314,1.308,0,0,0.432
2012-01-03 04:00,2012-01-02 23:00,-6.449,0.020,0.020,3.329,1.310,0,0,0.640
2012-01-03 05:00,2012-01-03 00:00,-6.657,0.017,0.017,3.346,1.312,0,0,0.798
2012-01-03 06:00,2012-01-03 01:00,-6.865,0.261,0.261,3.498,1.314,0,0,0.775
2012-01-03 07:00,2012-01-03 02:00,-7.127,0.047,0.047,3.636,1.316,0,0,0.571
2012-01-03 08:00,2012-01-03 03:00,-7.408,0.005,0.005,3.658,1.317,0,0,0.534
2012-01-03 09:00,2012-01-03 04:00,-7.910,0.007,0.007,3.662,1.322,0,0,0.669
2012-01-03 10:00,2012-01-03 05:00,-8.642,0.022,0.022,3.674,1.327,0,0,0.820
2012-01-03 11:00,2012-01-03 06:00,-9.386,0.077,0.077,3.724,1.333,0,0,0.848
2012-01-03 12:00,2012-01-03 07:00,-10.197,0.084,0.084,3.802,1.339,0.153,1.747,0.875
2012-01-03 13:00,2012-01-03 08:00,-10.991,0.102,0.102,3.894,1.345,22.776,133.018,0.883
2012-01-03 14:00,2012-01-03 09:00,-11.701,0.086,0.086,3.983,1.351,73.870,318.563,0.890
2012-01-03 15:00,2012-01-03 10:00,-12.182,0.127,0.127,4.086,1.356,135.821,456.624,0.901
2012-01-03 16:00,2012-01-03 11:00,-12.301,0.093,0.093,4.187,1.358,202.864,537.844,0.790
2012-01-03 17:00,2012-01-03 12:00,-12.159,0.051,0.051,4.248,1.357,272.788,556.554,0.629
2012-01-03 18:00,2012-01-03 13:00,-11.949,0.016,0.016,4.270,1.355,301.854,511.705,0.323
2012-01-03 19:00,2012-01-03 14:00,-11.760,0.005,0.005,4.271,1.353,270.235,406.134,0.101
2012-01-03 20:00,2012-01-03 15:00,-11.781,0.002,0.002,4.270,1.352,159.634,247.086,0.040
2012-01-03 21:00,2012-01-03 16:00,-12.412,0.001,0.001,4.271,1.352,27.445,55.108,0.052
2012-01-03 22:00,2012-01-03 17:00,-12.794,0.001,0.001,4.273,1.352,0,0,0.064
2012-01-03 23:00,2012-01-03 18:00,-12.791,0,0,4.274,1.352,0,0,0.095
2012-01-04 00:00,2012-01-03 19:00,-12.566,0,0,4.274,1.351,0,0,0.136
2012-01-04 01:00,2012-01-03 20:00,-12.283,0.001,0.001,4.275,1.350,0,0,0.168
2012-01-04 02:00,2012-01-03 21:00,-12.017,0.001,0.001,4.276,1.348,0,0,0.245
2012-01-04 03:00,2012-01-03 22:00,-11.585,0.004,0.004,4.280,1.345,0,0,0.625
2012-01-04 04:00,2012-01-03 23:00,-10.956,0.026,0.026,4.296,1.342,0,0,0.596
2012-01-04 05:00,2012-01-04 00:00,-10.343,0.026,0.026,4.323,1.338,0,0,0.623
2012-01-04 06:00,2012-01-04 01:00,-9.600,0.002,0.002,4.336,1.334,0,0,0.669
2012-01-04 07:00,2012-01-04 02:00,-8.736,0.004,0.004,4.339,1.329,0,0,0.918
